data_id;language;form;age;gender;mom_ed;comprehension;production
81608;English (British);TEDS Twos;24;Female;Secondary;26;26
81609;English (British);TEDS Twos;23;Female;Some College;27;27
81610;English (British);TEDS Twos;23;Male;Some College;24;24
81611;English (British);TEDS Twos;24;Female;Primary;30;30
81612;English (British);TEDS Twos;24;Female;Primary;28;28
81613;English (British);TEDS Twos;25;Female;Secondary;100;100
81614;English (British);TEDS Twos;25;Female;Secondary;100;100
81615;English (British);TEDS Twos;24;Female;Some Secondary;62;62
81616;English (British);TEDS Twos;24;Female;Some Secondary;56;56
81617;English (British);TEDS Twos;24;Female;Graduate;49;49
81618;English (British);TEDS Twos;24;Male;Graduate;52;52
81619;English (British);TEDS Twos;24;Female;Some Secondary;100;100
81620;English (British);TEDS Twos;24;Female;Some Secondary;100;100
81621;English (British);TEDS Twos;31;Female;Primary;96;96
81622;English (British);TEDS Twos;31;Female;Primary;96;96
81623;English (British);TEDS Twos;23;Male;Some Secondary;22;22
81624;English (British);TEDS Twos;23;Male;Some Secondary;40;40
81625;English (British);TEDS Twos;24;Female;Some Secondary;82;82
81626;English (British);TEDS Twos;24;Male;Some Secondary;47;47
81627;English (British);TEDS Twos;24;Male;Some Secondary;36;36
81628;English (British);TEDS Twos;24;Male;Some Secondary;37;37
81629;English (British);TEDS Twos;22;Female;Primary;48;48
81630;English (British);TEDS Twos;22;Female;Primary;61;61
81631;English (British);TEDS Twos;24;Male;Some College;68;68
81632;English (British);TEDS Twos;24;Male;Some College;47;47
81633;English (British);TEDS Twos;24;Male;Primary;34;34
81634;English (British);TEDS Twos;24;Male;Primary;42;42
81635;English (British);TEDS Twos;24;Female;Secondary;16;16
81636;English (British);TEDS Twos;24;Male;Secondary;24;24
81637;English (British);TEDS Twos;24;Female;Graduate;66;66
81638;English (British);TEDS Twos;23;Female;Graduate;69;69
81639;English (British);TEDS Twos;24;Male;Some Secondary;61;61
81640;English (British);TEDS Twos;24;Male;Some Secondary;71;71
81641;English (British);TEDS Twos;24;Male;Graduate;36;36
81642;English (British);TEDS Twos;24;Male;Graduate;30;30
81643;English (British);TEDS Twos;23;Female;Primary;25;25
81644;English (British);TEDS Twos;23;Female;Primary;24;24
81645;English (British);TEDS Twos;27;Female;Graduate;85;85
81646;English (British);TEDS Twos;27;Male;Graduate;35;35
81647;English (British);TEDS Twos;25;Female;Secondary;42;42
81648;English (British);TEDS Twos;25;Female;Secondary;52;52
81649;English (British);TEDS Twos;24;Female;Some Secondary;23;23
81650;English (British);TEDS Twos;24;Male;Some Secondary;9;9
81651;English (British);TEDS Twos;24;Female;Some Secondary;86;86
81652;English (British);TEDS Twos;24;Female;Some Secondary;87;87
81653;English (British);TEDS Twos;30;Male;Secondary;64;64
81654;English (British);TEDS Twos;29;Male;Secondary;65;65
81655;English (British);TEDS Twos;24;Male;Graduate;43;43
81656;English (British);TEDS Twos;24;Female;Graduate;48;48
81657;English (British);TEDS Twos;23;Male;Graduate;29;29
81658;English (British);TEDS Twos;23;Male;Graduate;21;21
81659;English (British);TEDS Twos;24;Female;Graduate;88;88
81660;English (British);TEDS Twos;24;Male;Graduate;89;89
81661;English (British);TEDS Twos;24;Male;Primary;30;30
81662;English (British);TEDS Twos;24;Male;Primary;34;34
81663;English (British);TEDS Twos;23;Male;None;47;47
81664;English (British);TEDS Twos;23;Female;None;31;31
81665;English (British);TEDS Twos;23;Male;Some Secondary;49;49
81666;English (British);TEDS Twos;23;Male;Some Secondary;62;62
81667;English (British);TEDS Twos;23;Female;Some Secondary;27;27
81668;English (British);TEDS Twos;23;Male;Some Secondary;22;22
81669;English (British);TEDS Twos;23;Female;Some Secondary;74;74
81670;English (British);TEDS Twos;23;Male;Some Secondary;56;56
81671;English (British);TEDS Twos;24;Female;College;34;34
81672;English (British);TEDS Twos;24;Female;College;34;34
81673;English (British);TEDS Twos;24;Female;Some Secondary;89;89
81674;English (British);TEDS Twos;24;Female;Some Secondary;83;83
81675;English (British);TEDS Twos;22;Female;Some Secondary;0;0
81676;English (British);TEDS Twos;22;Male;Some Secondary;0;0
81677;English (British);TEDS Twos;23;Male;Some Secondary;42;42
81678;English (British);TEDS Twos;23;Female;Some Secondary;49;49
81679;English (British);TEDS Twos;24;Male;Graduate;33;33
81680;English (British);TEDS Twos;24;Male;Graduate;50;50
81681;English (British);TEDS Twos;23;Male;Some College;47;47
81682;English (British);TEDS Twos;23;Female;Some College;44;44
81683;English (British);TEDS Twos;24;Female;Some College;95;95
81684;English (British);TEDS Twos;24;Female;Some College;95;95
81685;English (British);TEDS Twos;25;Male;Some Secondary;94;94
81686;English (British);TEDS Twos;25;Male;Some Secondary;94;94
81687;English (British);TEDS Twos;25;Female;Some Secondary;68;68
81689;English (British);TEDS Twos;24;Male;None;59;59
81690;English (British);TEDS Twos;24;Female;None;98;98
81691;English (British);TEDS Twos;25;Female;Primary;10;10
81692;English (British);TEDS Twos;27;Male;Primary;35;35
81693;English (British);TEDS Twos;24;Male;Some College;38;38
81694;English (British);TEDS Twos;24;Male;Some College;37;37
81695;English (British);TEDS Twos;24;Male;Secondary;13;13
81696;English (British);TEDS Twos;24;Male;Secondary;24;24
81697;English (British);TEDS Twos;24;Male;Some Secondary;95;95
81698;English (British);TEDS Twos;24;Female;Some Secondary;96;96
81699;English (British);TEDS Twos;24;Female;Primary;28;28
81700;English (British);TEDS Twos;24;Female;Primary;28;28
81701;English (British);TEDS Twos;24;Female;Graduate;96;96
81702;English (British);TEDS Twos;24;Male;Graduate;88;88
81703;English (British);TEDS Twos;24;Female;College;29;29
81704;English (British);TEDS Twos;24;Female;College;30;30
81705;English (British);TEDS Twos;24;Male;Some Secondary;76;76
81706;English (British);TEDS Twos;24;Male;Some Secondary;82;82
81707;English (British);TEDS Twos;29;Female;Primary;100;100
81708;English (British);TEDS Twos;29;Male;Primary;88;88
81709;English (British);TEDS Twos;24;Male;NA;65;65
81710;English (British);TEDS Twos;23;Male;NA;65;65
81711;English (British);TEDS Twos;24;Female;Some Secondary;57;57
81712;English (British);TEDS Twos;24;Male;Some Secondary;65;65
81713;English (British);TEDS Twos;23;Female;College;24;24
81714;English (British);TEDS Twos;23;Female;College;27;27
81715;English (British);TEDS Twos;23;Female;Primary;24;24
81716;English (British);TEDS Twos;24;Male;Primary;29;29
81717;English (British);TEDS Twos;32;Male;College;82;82
81718;English (British);TEDS Twos;32;Female;College;89;89
81719;English (British);TEDS Twos;24;Male;Some Secondary;10;10
81720;English (British);TEDS Twos;24;Male;Some Secondary;11;11
81721;English (British);TEDS Twos;23;Female;Some Secondary;35;35
81722;English (British);TEDS Twos;23;Female;Some Secondary;52;52
81723;English (British);TEDS Twos;24;Male;Primary;47;47
81724;English (British);TEDS Twos;24;Male;Primary;26;26
81725;English (British);TEDS Twos;24;Male;Some College;11;11
81726;English (British);TEDS Twos;24;Male;Some College;26;26
81727;English (British);TEDS Twos;25;Male;Some Secondary;57;57
81728;English (British);TEDS Twos;22;Female;Some Secondary;66;66
81729;English (British);TEDS Twos;24;Male;Secondary;37;37
81730;English (British);TEDS Twos;24;Female;Secondary;37;37
81731;English (British);TEDS Twos;24;Female;Some Secondary;28;28
81732;English (British);TEDS Twos;23;Female;Some Secondary;30;30
81733;English (British);TEDS Twos;24;Female;Some Secondary;56;56
81734;English (British);TEDS Twos;24;Male;Some Secondary;51;51
81735;English (British);TEDS Twos;24;Male;Some Secondary;40;40
81736;English (British);TEDS Twos;24;Female;Some Secondary;44;44
81737;English (British);TEDS Twos;24;Male;Graduate;62;62
81738;English (British);TEDS Twos;24;Male;Graduate;70;70
81739;English (British);TEDS Twos;24;Female;Some Secondary;50;50
81740;English (British);TEDS Twos;24;Female;Some Secondary;86;86
81741;English (British);TEDS Twos;24;Male;Some Secondary;55;55
81742;English (British);TEDS Twos;24;Male;Some Secondary;68;68
81743;English (British);TEDS Twos;24;Female;Some Secondary;100;100
81744;English (British);TEDS Twos;24;Female;Some Secondary;100;100
81745;English (British);TEDS Twos;23;Female;Some Secondary;97;97
81746;English (British);TEDS Twos;23;Female;Some Secondary;100;100
81747;English (British);TEDS Twos;24;Female;College;39;39
81748;English (British);TEDS Twos;24;Female;College;38;38
81749;English (British);TEDS Twos;23;Male;Primary;57;57
81750;English (British);TEDS Twos;23;Female;Primary;75;75
81751;English (British);TEDS Twos;23;Female;Secondary;24;24
81752;English (British);TEDS Twos;23;Female;Secondary;24;24
81753;English (British);TEDS Twos;23;Female;Some College;43;43
81754;English (British);TEDS Twos;23;Female;Some College;44;44
81755;English (British);TEDS Twos;24;Male;Some College;28;28
81756;English (British);TEDS Twos;24;Male;Some College;20;20
81757;English (British);TEDS Twos;24;Male;Some Secondary;60;60
81758;English (British);TEDS Twos;24;Male;Some Secondary;66;66
81759;English (British);TEDS Twos;24;Male;Some Secondary;56;56
81760;English (British);TEDS Twos;23;Female;Some Secondary;47;47
81761;English (British);TEDS Twos;28;Female;Primary;60;60
81762;English (British);TEDS Twos;28;Female;Primary;55;55
81763;English (British);TEDS Twos;23;Female;Some Secondary;35;35
81764;English (British);TEDS Twos;24;Female;Some Secondary;44;44
81765;English (British);TEDS Twos;25;Female;Some Secondary;95;95
81766;English (British);TEDS Twos;25;Female;Some Secondary;96;96
81767;English (British);TEDS Twos;24;Male;Some Secondary;40;40
81768;English (British);TEDS Twos;24;Male;Some Secondary;38;38
81769;English (British);TEDS Twos;25;Female;Some College;95;95
81770;English (British);TEDS Twos;25;Female;Some College;95;95
81771;English (British);TEDS Twos;25;Female;Secondary;31;31
81772;English (British);TEDS Twos;25;Female;Secondary;32;32
81773;English (British);TEDS Twos;25;Male;Primary;33;33
81774;English (British);TEDS Twos;25;Male;Primary;32;32
81775;English (British);TEDS Twos;25;Female;Some Secondary;100;100
81776;English (British);TEDS Twos;25;Female;Some Secondary;100;100
81777;English (British);TEDS Twos;25;Female;NA;34;34
81778;English (British);TEDS Twos;25;Female;NA;33;33
81779;English (British);TEDS Twos;23;Male;Primary;38;38
81780;English (British);TEDS Twos;23;Female;Primary;46;46
81781;English (British);TEDS Twos;24;Female;None;76;76
81782;English (British);TEDS Twos;24;Male;None;94;94
81783;English (British);TEDS Twos;24;Female;Secondary;23;23
81784;English (British);TEDS Twos;24;Male;Secondary;23;23
81785;English (British);TEDS Twos;26;Male;Some Secondary;79;79
81786;English (British);TEDS Twos;26;Male;Some Secondary;79;79
81787;English (British);TEDS Twos;23;Male;None;10;10
81788;English (British);TEDS Twos;23;Male;None;9;9
81789;English (British);TEDS Twos;23;Male;Some Secondary;54;54
81790;English (British);TEDS Twos;23;Female;Some Secondary;58;58
81791;English (British);TEDS Twos;22;Male;Some Secondary;76;76
81792;English (British);TEDS Twos;23;Male;Some Secondary;79;79
81793;English (British);TEDS Twos;23;Male;Secondary;72;72
81794;English (British);TEDS Twos;23;Female;Secondary;56;56
81795;English (British);TEDS Twos;23;Male;Primary;62;62
81796;English (British);TEDS Twos;23;Male;Primary;63;63
81797;English (British);TEDS Twos;24;Female;Some Secondary;17;17
81798;English (British);TEDS Twos;24;Female;Some Secondary;7;7
81799;English (British);TEDS Twos;24;Female;Some College;26;26
81800;English (British);TEDS Twos;24;Male;Some College;30;30
81801;English (British);TEDS Twos;28;Female;None;45;45
81802;English (British);TEDS Twos;28;Female;None;47;47
81803;English (British);TEDS Twos;24;Male;Some Secondary;24;24
81804;English (British);TEDS Twos;24;Male;Some Secondary;26;26
81805;English (British);TEDS Twos;23;Female;Some Secondary;38;38
81806;English (British);TEDS Twos;23;Male;Some Secondary;34;34
81807;English (British);TEDS Twos;24;Male;College;38;38
81808;English (British);TEDS Twos;24;Male;College;46;46
81809;English (British);TEDS Twos;23;Female;Primary;60;60
81810;English (British);TEDS Twos;23;Female;Primary;62;62
81811;English (British);TEDS Twos;24;Female;Some Secondary;92;92
81812;English (British);TEDS Twos;24;Female;Some Secondary;88;88
81813;English (British);TEDS Twos;24;Male;Secondary;51;51
81814;English (British);TEDS Twos;24;Male;Secondary;51;51
81815;English (British);TEDS Twos;25;Male;None;27;27
81816;English (British);TEDS Twos;24;Male;None;25;25
81817;English (British);TEDS Twos;24;Female;Graduate;24;24
81818;English (British);TEDS Twos;24;Female;Graduate;27;27
81819;English (British);TEDS Twos;24;Female;Some Secondary;13;13
81820;English (British);TEDS Twos;24;Male;Some Secondary;17;17
81821;English (British);TEDS Twos;24;Female;Some Secondary;81;81
81822;English (British);TEDS Twos;24;Male;Some Secondary;86;86
81823;English (British);TEDS Twos;24;Male;Secondary;34;34
81824;English (British);TEDS Twos;24;Male;Secondary;25;25
81825;English (British);TEDS Twos;24;Male;Some Secondary;100;100
81826;English (British);TEDS Twos;24;Male;Some Secondary;92;92
81827;English (British);TEDS Twos;24;Male;Secondary;17;17
81828;English (British);TEDS Twos;24;Male;Secondary;20;20
81829;English (British);TEDS Twos;25;Female;College;33;33
81830;English (British);TEDS Twos;25;Female;College;35;35
81831;English (British);TEDS Twos;24;Male;Some Secondary;6;6
81832;English (British);TEDS Twos;24;Male;Some Secondary;6;6
81833;English (British);TEDS Twos;24;Female;Some Secondary;32;32
81834;English (British);TEDS Twos;24;Female;Some Secondary;26;26
81835;English (British);TEDS Twos;23;Female;None;25;25
81836;English (British);TEDS Twos;23;Female;None;25;25
81837;English (British);TEDS Twos;24;Female;Some Secondary;56;56
81838;English (British);TEDS Twos;24;Female;Some Secondary;58;58
81839;English (British);TEDS Twos;23;Male;Some Secondary;97;97
81840;English (British);TEDS Twos;23;Female;Some Secondary;93;93
81841;English (British);TEDS Twos;24;Female;Some Secondary;52;52
81842;English (British);TEDS Twos;24;Female;Some Secondary;51;51
81843;English (British);TEDS Twos;24;Female;None;35;35
81844;English (British);TEDS Twos;24;Male;None;28;28
81845;English (British);TEDS Twos;24;Male;Some Secondary;12;12
81846;English (British);TEDS Twos;24;Male;Some Secondary;5;5
81847;English (British);TEDS Twos;24;Female;Some Secondary;74;74
81848;English (British);TEDS Twos;24;Male;Some Secondary;72;72
81849;English (British);TEDS Twos;24;Female;Some Secondary;56;56
81850;English (British);TEDS Twos;24;Female;Some Secondary;73;73
81851;English (British);TEDS Twos;24;Male;Some Secondary;27;27
81852;English (British);TEDS Twos;24;Female;Some Secondary;46;46
81853;English (British);TEDS Twos;24;Male;Primary;27;27
81854;English (British);TEDS Twos;24;Male;Primary;33;33
81855;English (British);TEDS Twos;24;Male;NA;63;63
81856;English (British);TEDS Twos;24;Male;NA;76;76
81857;English (British);TEDS Twos;24;Male;College;19;19
81858;English (British);TEDS Twos;26;Male;College;43;43
81859;English (British);TEDS Twos;23;Male;College;19;19
81860;English (British);TEDS Twos;23;Male;College;19;19
81861;English (British);TEDS Twos;24;Male;College;34;34
81862;English (British);TEDS Twos;24;Female;College;14;14
81863;English (British);TEDS Twos;26;Female;Some Secondary;54;54
81864;English (British);TEDS Twos;26;Male;Some Secondary;57;57
81865;English (British);TEDS Twos;23;Female;Some College;33;33
81866;English (British);TEDS Twos;23;Male;Some College;27;27
81867;English (British);TEDS Twos;24;Female;Primary;0;0
81868;English (British);TEDS Twos;24;Female;Primary;68;68
81869;English (British);TEDS Twos;23;Male;Primary;38;38
81870;English (British);TEDS Twos;23;Female;Primary;59;59
81871;English (British);TEDS Twos;24;Male;Some Secondary;48;48
81872;English (British);TEDS Twos;24;Female;Some Secondary;66;66
81873;English (British);TEDS Twos;24;Female;Some Secondary;28;28
81874;English (British);TEDS Twos;24;Female;Some Secondary;29;29
81875;English (British);TEDS Twos;24;Male;None;30;30
81876;English (British);TEDS Twos;24;Male;None;25;25
81877;English (British);TEDS Twos;23;Male;Some Secondary;83;83
81878;English (British);TEDS Twos;23;Female;Some Secondary;85;85
81879;English (British);TEDS Twos;24;Male;Some Secondary;43;43
81880;English (British);TEDS Twos;24;Female;Some Secondary;74;74
81881;English (British);TEDS Twos;24;Male;Primary;6;6
81882;English (British);TEDS Twos;24;Male;Primary;6;6
81883;English (British);TEDS Twos;24;Female;Primary;32;32
81884;English (British);TEDS Twos;24;Female;Primary;51;51
81885;English (British);TEDS Twos;24;Male;Primary;30;30
81886;English (British);TEDS Twos;24;Female;Primary;31;31
81887;English (British);TEDS Twos;24;Female;Secondary;40;40
81888;English (British);TEDS Twos;24;Female;Secondary;40;40
81889;English (British);TEDS Twos;24;Female;Primary;59;59
81890;English (British);TEDS Twos;24;Female;Primary;59;59
81891;English (British);TEDS Twos;24;Male;NA;32;32
81892;English (British);TEDS Twos;24;Female;NA;30;30
81893;English (British);TEDS Twos;25;Female;College;78;78
81894;English (British);TEDS Twos;25;Female;College;77;77
81895;English (British);TEDS Twos;24;Female;NA;30;30
81896;English (British);TEDS Twos;24;Female;NA;29;29
81897;English (British);TEDS Twos;24;Female;Secondary;63;63
81898;English (British);TEDS Twos;24;Male;Secondary;56;56
81899;English (British);TEDS Twos;24;Female;Some Secondary;67;67
81900;English (British);TEDS Twos;24;Female;Some Secondary;100;100
81901;English (British);TEDS Twos;24;Female;Some Secondary;68;68
81902;English (British);TEDS Twos;24;Female;Some Secondary;61;61
81903;English (British);TEDS Twos;24;Female;College;67;67
81904;English (British);TEDS Twos;24;Female;College;53;53
81905;English (British);TEDS Twos;23;Male;Some Secondary;18;18
81906;English (British);TEDS Twos;23;Female;Some Secondary;13;13
81907;English (British);TEDS Twos;24;Female;None;100;100
81908;English (British);TEDS Twos;24;Female;None;100;100
81909;English (British);TEDS Twos;24;Female;Some College;53;53
81910;English (British);TEDS Twos;24;Female;Some College;60;60
81911;English (British);TEDS Twos;23;Female;Some Secondary;76;76
81912;English (British);TEDS Twos;23;Male;Some Secondary;74;74
81913;English (British);TEDS Twos;24;Male;Secondary;32;32
81914;English (British);TEDS Twos;24;Female;Secondary;39;39
81915;English (British);TEDS Twos;24;Female;Secondary;25;25
81916;English (British);TEDS Twos;24;Female;Secondary;27;27
81917;English (British);TEDS Twos;24;Male;Some Secondary;41;41
81918;English (British);TEDS Twos;24;Male;Some Secondary;35;35
81919;English (British);TEDS Twos;24;Female;Primary;71;71
81920;English (British);TEDS Twos;24;Female;Primary;76;76
81921;English (British);TEDS Twos;23;Male;Primary;44;44
81922;English (British);TEDS Twos;23;Male;Primary;44;44
81923;English (British);TEDS Twos;25;Male;Some Secondary;37;37
81924;English (British);TEDS Twos;23;Male;Some Secondary;37;37
81925;English (British);TEDS Twos;23;Female;Some Secondary;48;48
81926;English (British);TEDS Twos;23;Male;Some Secondary;44;44
81927;English (British);TEDS Twos;24;Male;Some College;26;26
81928;English (British);TEDS Twos;24;Male;Some College;19;19
81929;English (British);TEDS Twos;24;Female;Some Secondary;17;17
81930;English (British);TEDS Twos;24;Female;Some Secondary;22;22
81931;English (British);TEDS Twos;24;Male;Some Secondary;86;86
81932;English (British);TEDS Twos;24;Female;Some Secondary;95;95
81933;English (British);TEDS Twos;25;Female;Some College;74;74
81934;English (British);TEDS Twos;25;Female;Some College;69;69
81935;English (British);TEDS Twos;23;Female;Some Secondary;49;49
81936;English (British);TEDS Twos;23;Female;Some Secondary;45;45
81937;English (British);TEDS Twos;24;Female;Graduate;39;39
81938;English (British);TEDS Twos;24;Female;Graduate;17;17
81939;English (British);TEDS Twos;24;Female;Primary;36;36
81940;English (British);TEDS Twos;24;Female;Primary;97;97
81941;English (British);TEDS Twos;24;Male;Some Secondary;17;17
81942;English (British);TEDS Twos;24;Male;Some Secondary;16;16
81943;English (British);TEDS Twos;24;Male;College;36;36
81944;English (British);TEDS Twos;24;Male;College;61;61
81945;English (British);TEDS Twos;24;Male;Some Secondary;67;67
81946;English (British);TEDS Twos;24;Male;Some Secondary;62;62
81947;English (British);TEDS Twos;24;Female;Some Secondary;58;58
81948;English (British);TEDS Twos;24;Male;Some Secondary;40;40
81949;English (British);TEDS Twos;24;Male;Some Secondary;39;39
81950;English (British);TEDS Twos;24;Male;Some Secondary;38;38
81951;English (British);TEDS Twos;23;Male;Some Secondary;38;38
81952;English (British);TEDS Twos;23;Male;Some Secondary;31;31
81953;English (British);TEDS Twos;24;Female;Some Secondary;41;41
81954;English (British);TEDS Twos;24;Female;Some Secondary;49;49
81955;English (British);TEDS Twos;27;Male;Some College;85;85
81956;English (British);TEDS Twos;27;Male;Some College;85;85
81957;English (British);TEDS Twos;24;Female;Some Secondary;50;50
81958;English (British);TEDS Twos;24;Male;Some Secondary;39;39
81959;English (British);TEDS Twos;24;Female;Some College;58;58
81960;English (British);TEDS Twos;24;Male;Some College;55;55
81961;English (British);TEDS Twos;24;Male;Some College;49;49
81962;English (British);TEDS Twos;24;Male;Some College;58;58
81963;English (British);TEDS Twos;24;Male;Some Secondary;21;21
81964;English (British);TEDS Twos;24;Female;Some Secondary;19;19
81965;English (British);TEDS Twos;23;Female;Some Secondary;42;42
81966;English (British);TEDS Twos;23;Female;Some Secondary;42;42
81967;English (British);TEDS Twos;23;Male;Secondary;47;47
81968;English (British);TEDS Twos;23;Male;Secondary;46;46
81969;English (British);TEDS Twos;24;Female;None;78;78
81970;English (British);TEDS Twos;24;Female;None;75;75
81971;English (British);TEDS Twos;25;Male;College;65;65
81972;English (British);TEDS Twos;26;Male;College;67;67
81973;English (British);TEDS Twos;24;Female;Some Secondary;20;20
81974;English (British);TEDS Twos;24;Female;Some Secondary;21;21
81975;English (British);TEDS Twos;24;Male;Primary;20;20
81976;English (British);TEDS Twos;24;Male;Primary;20;20
81977;English (British);TEDS Twos;24;Female;Some College;59;59
81978;English (British);TEDS Twos;24;Male;Some College;85;85
81979;English (British);TEDS Twos;23;Female;Some College;42;42
81980;English (British);TEDS Twos;23;Male;Some College;38;38
81981;English (British);TEDS Twos;24;Male;Secondary;22;22
81982;English (British);TEDS Twos;24;Female;Secondary;25;25
81983;English (British);TEDS Twos;26;Female;Some Secondary;31;31
81984;English (British);TEDS Twos;24;Male;Some Secondary;21;21
81985;English (British);TEDS Twos;24;Male;Primary;57;57
81986;English (British);TEDS Twos;24;Male;Primary;62;62
81987;English (British);TEDS Twos;26;Female;None;45;45
81988;English (British);TEDS Twos;26;Female;None;48;48
81989;English (British);TEDS Twos;22;Male;Some Secondary;97;97
81990;English (British);TEDS Twos;22;Male;Some Secondary;100;100
81991;English (British);TEDS Twos;24;Female;Graduate;68;68
81992;English (British);TEDS Twos;24;Male;Graduate;66;66
81993;English (British);TEDS Twos;24;Female;Some Secondary;35;35
81994;English (British);TEDS Twos;24;Male;Some Secondary;33;33
81995;English (British);TEDS Twos;23;Male;None;91;91
81996;English (British);TEDS Twos;23;Male;None;81;81
81997;English (British);TEDS Twos;24;Female;None;88;88
81998;English (British);TEDS Twos;24;Female;None;84;84
81999;English (British);TEDS Twos;23;Male;Secondary;82;82
82000;English (British);TEDS Twos;23;Female;Secondary;83;83
82001;English (British);TEDS Twos;24;Female;Some College;55;55
82002;English (British);TEDS Twos;24;Male;Some College;68;68
82003;English (British);TEDS Twos;24;Female;Primary;28;28
82004;English (British);TEDS Twos;26;Female;Primary;30;30
82005;English (British);TEDS Twos;23;Male;None;31;31
82006;English (British);TEDS Twos;23;Female;None;28;28
82007;English (British);TEDS Twos;23;Female;Graduate;55;55
82008;English (British);TEDS Twos;23;Female;Graduate;55;55
82009;English (British);TEDS Twos;24;Male;Graduate;43;43
82010;English (British);TEDS Twos;24;Male;Graduate;43;43
82011;English (British);TEDS Twos;24;Female;Secondary;47;47
82012;English (British);TEDS Twos;23;Male;Secondary;44;44
82013;English (British);TEDS Twos;24;Female;Secondary;21;21
82014;English (British);TEDS Twos;24;Male;Secondary;16;16
82015;English (British);TEDS Twos;24;Male;Some Secondary;53;53
82016;English (British);TEDS Twos;24;Female;Some Secondary;35;35
82017;English (British);TEDS Twos;23;Female;Some Secondary;59;59
82018;English (British);TEDS Twos;23;Female;Some Secondary;65;65
82019;English (British);TEDS Twos;23;Male;Secondary;44;44
82020;English (British);TEDS Twos;23;Female;Secondary;46;46
82021;English (British);TEDS Twos;24;Male;Primary;4;4
82022;English (British);TEDS Twos;24;Male;Primary;13;13
82023;English (British);TEDS Twos;24;Female;College;44;44
82024;English (British);TEDS Twos;24;Female;College;31;31
82025;English (British);TEDS Twos;23;Male;Some Secondary;68;68
82026;English (British);TEDS Twos;23;Female;Some Secondary;70;70
82027;English (British);TEDS Twos;24;Female;Primary;6;6
82028;English (British);TEDS Twos;24;Female;Primary;12;12
82029;English (British);TEDS Twos;24;Female;Some Secondary;56;56
82030;English (British);TEDS Twos;24;Male;Some Secondary;55;55
82031;English (British);TEDS Twos;24;Female;Some Secondary;45;45
82032;English (British);TEDS Twos;24;Male;Some Secondary;33;33
82033;English (British);TEDS Twos;23;Male;Secondary;66;66
82034;English (British);TEDS Twos;23;Female;Secondary;72;72
82035;English (British);TEDS Twos;24;Male;Some Secondary;47;47
82036;English (British);TEDS Twos;24;Male;Some Secondary;53;53
82037;English (British);TEDS Twos;24;Female;Primary;97;97
82038;English (British);TEDS Twos;24;Male;Primary;64;64
82039;English (British);TEDS Twos;25;Male;College;23;23
82040;English (British);TEDS Twos;24;Male;College;24;24
82041;English (British);TEDS Twos;23;Male;Some Secondary;74;74
82042;English (British);TEDS Twos;23;Male;Some Secondary;78;78
82043;English (British);TEDS Twos;24;Female;Graduate;49;49
82044;English (British);TEDS Twos;24;Female;Graduate;51;51
82045;English (British);TEDS Twos;24;Male;Primary;49;49
82046;English (British);TEDS Twos;23;Male;Primary;33;33
82047;English (British);TEDS Twos;23;Male;College;45;45
82048;English (British);TEDS Twos;23;Male;College;56;56
82049;English (British);TEDS Twos;24;Male;None;8;8
82050;English (British);TEDS Twos;24;Female;None;11;11
82051;English (British);TEDS Twos;24;Male;Graduate;62;62
82052;English (British);TEDS Twos;24;Male;Graduate;58;58
82053;English (British);TEDS Twos;23;Female;Primary;49;49
82054;English (British);TEDS Twos;23;Female;Primary;73;73
82055;English (British);TEDS Twos;24;Male;Some Secondary;91;91
82056;English (British);TEDS Twos;24;Male;Some Secondary;89;89
82057;English (British);TEDS Twos;24;Male;Some Secondary;15;15
82058;English (British);TEDS Twos;24;Male;Some Secondary;13;13
82059;English (British);TEDS Twos;24;Male;Secondary;4;4
82060;English (British);TEDS Twos;24;Male;Secondary;6;6
82061;English (British);TEDS Twos;24;Male;Secondary;47;47
82062;English (British);TEDS Twos;24;Male;Secondary;51;51
82063;English (British);TEDS Twos;25;Female;Some Secondary;22;22
82064;English (British);TEDS Twos;25;Female;Some Secondary;18;18
82065;English (British);TEDS Twos;24;Male;College;29;29
82066;English (British);TEDS Twos;24;Male;College;33;33
82067;English (British);TEDS Twos;25;Male;Some Secondary;100;100
82068;English (British);TEDS Twos;25;Male;Some Secondary;100;100
82069;English (British);TEDS Twos;24;Female;Some Secondary;26;26
82070;English (British);TEDS Twos;24;Male;Some Secondary;40;40
82071;English (British);TEDS Twos;24;Male;None;15;15
82072;English (British);TEDS Twos;24;Male;None;16;16
82073;English (British);TEDS Twos;23;Male;Some Secondary;48;48
82074;English (British);TEDS Twos;23;Female;Some Secondary;46;46
82075;English (British);TEDS Twos;23;Male;Some Secondary;32;32
82076;English (British);TEDS Twos;23;Male;Some Secondary;31;31
82077;English (British);TEDS Twos;24;Female;Some Secondary;15;15
82078;English (British);TEDS Twos;24;Female;Some Secondary;14;14
82079;English (British);TEDS Twos;24;Male;Some Secondary;63;63
82080;English (British);TEDS Twos;24;Male;Some Secondary;59;59
82081;English (British);TEDS Twos;24;Male;Secondary;35;35
82082;English (British);TEDS Twos;24;Female;Secondary;47;47
82083;English (British);TEDS Twos;24;Female;Some Secondary;52;52
82084;English (British);TEDS Twos;24;Female;Some Secondary;62;62
82085;English (British);TEDS Twos;22;Female;Some Secondary;39;39
82086;English (British);TEDS Twos;22;Female;Some Secondary;42;42
82087;English (British);TEDS Twos;24;Male;Primary;44;44
